"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Saskatchewan","2016A000247","Total - gender","35 to 39 years","Persons","249","units","0","v469335","9.1.49","83206","","","","0"
"2021","Saskatchewan","2016A000247","Total - gender","35 to 39 years","Persons","249","units","0","v469335","9.1.49","83550","","","","0"
"2022","Saskatchewan","2016A000247","Total - gender","35 to 39 years","Persons","249","units","0","v469335","9.1.49","84926","","","","0"
"2023","Saskatchewan","2016A000247","Total - gender","35 to 39 years","Persons","249","units","0","v469335","9.1.49","88526","","","","0"
"1971","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","50967","","","","0"
"1972","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","49469","","","","0"
"1973","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","47996","","","","0"
"1974","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","46874","","","","0"
"1975","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","46155","","","","0"
"1976","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","46011","","","","0"
"1977","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","45569","","","","0"
"1978","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","45194","","","","0"
"1979","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","44954","","","","0"
"1980","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","45120","","","","0"
"1981","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","45988","","","","0"
"1982","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","46617","","","","0"
"1983","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","47944","","","","0"
"1984","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","49489","","","","0"
"1985","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","51205","","","","0"
"1986","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","52774","","","","0"
"1987","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","55907","","","","0"
"1988","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","57729","","","","0"
"1989","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","59740","","","","0"
"1990","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","61857","","","","0"
"1991","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","63927","","","","0"
"1992","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","64799","","","","0"
"1993","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","66834","","","","0"
"1994","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","69433","","","","0"
"1995","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","72315","","","","0"
"1996","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","74869","","","","0"
"1997","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","76933","","","","0"
"1998","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","78557","","","","0"
"1999","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","79067","","","","0"
"2000","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","78910","","","","0"
"2001","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","78603","","","","0"
"2002","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","78062","","","","0"
"2003","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","78097","","","","0"
"2004","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","77497","","","","0"
"2005","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","75836","","","","0"
"2006","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","73219","","","","0"
"2007","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","70386","","","","0"
"2008","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","67307","","","","0"
"2009","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","64928","","","","0"
"2010","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","63255","","","","0"
"2011","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","63012","","","","0"
"2012","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","63949","","","","0"
"2013","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","64963","","","","0"
"2014","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","65645","","","","0"
"2015","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","66366","","","","0"
"2016","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","67778","","","","0"
"2017","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","69511","","","","0"
"2018","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","71129","","","","0"
"2019","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","73259","","","","0"
"2020","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","74976","","","","0"
"2021","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","76482","","","","0"
"2022","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","78601","","","","0"
"2023","Saskatchewan","2016A000247","Total - gender","40 to 44 years","Persons","249","units","0","v469356","9.1.55","83317","","","","0"
"1971","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","52223","","","","0"
"1972","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","50669","","","","0"
"1973","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","49799","","","","0"
"1974","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","48698","","","","0"
"1975","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","48232","","","","0"
"1976","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","47963","","","","0"
"1977","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","47683","","","","0"
"1978","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","47260","","","","0"
"1979","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","46682","","","","0"
"1980","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","45851","","","","0"
"1981","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","45301","","","","0"
"1982","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","44765","","","","0"
"1983","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","44523","","","","0"
"1984","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","44420","","","","0"
"1985","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","44406","","","","0"
"1986","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","45039","","","","0"
"1987","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","45683","","","","0"
"1988","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","46628","","","","0"
"1989","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","47412","","","","0"
"1990","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","48298","","","","0"
"1991","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","49261","","","","0"
"1992","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","52343","","","","0"
"1993","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","54569","","","","0"
"1994","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","57089","","","","0"
"1995","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","59861","","","","0"
"1996","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","62032","","","","0"
"1997","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","63136","","","","0"
"1998","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","65033","","","","0"
"1999","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","67635","","","","0"
"2000","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","70189","","","","0"
"2001","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","72260","","","","0"
"2002","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","74274","","","","0"
"2003","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","75770","","","","0"
"2004","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","76449","","","","0"
"2005","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","76253","","","","0"
"2006","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","76204","","","","0"
"2007","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","77086","","","","0"
"2008","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","78662","","","","0"
"2009","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","79240","","","","0"
"2010","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","78758","","","","0"
"2011","Saskatchewan","2016A000247","Total - gender","45 to 49 years","Persons","249","units","0","v469377","9.1.61","76667","","","","0"
